"ID"	"S01"	"S02"	"S03"	"S04"	"S05"	"S06"	"S07"	"S08"	"S09"
"TCGA.V4.A9E7.01A"	8.74120916851246e-15	8.74120916851246e-15	8.74120916851246e-15	8.74120916851246e-15	0.0307526587852334	0.0138180992541833	0.0619187006429577	0.0755012154891146	0.0743430286170652
"TCGA.VD.A8KO.01A"	0.00335530426949382	8.54769534741636e-11	8.4838948123872e-15	8.4838948123872e-15	0.051595693096548	8.4838948123872e-15	0.106925379868851	0.25845113568517	0.134510088382583
"TCGA.V4.A9EC.01A"	7.74656383435794e-15	0.0130128197035548	7.74656383435794e-15	7.74656383435794e-15	0.00484132101778644	0.00380059471934298	0.0146084817919744	7.74656383435794e-15	0.03017623458866
"TCGA.V4.A9EQ.01A"	9.45108067094298e-15	0.00638951478488489	0.0482163167943556	9.45108067094298e-15	0.10646997648667	0.0531698791001602	9.45108067094298e-15	9.45108067094298e-15	2.46680256249448e-05
"TCGA.VD.A8KG.01A"	0.0504337441934664	0.0497629982872162	0.07070798406	0.126832703047588	0.11320212871864	0.0658079000349327	0.0629286004923937	0.0939246341287181	0.010012168809832
"TCGA.VD.AA8R.01A"	0.0077495922091834	0.0192222721465508	8.69267379405513e-15	0.0119392942071809	0.108239815440504	0.00504569611440035	0.00701285464736133	0.267962708169893	0.078465014537229
"TCGA.WC.A883.01A"	7.77968112287377e-15	0.0388562155283308	7.77968112287377e-15	0.12274479232769	0.0616008526077462	0.174829876879736	0.197135527683448	7.77968112287377e-15	0.080448986734952
"TCGA.VD.A8KN.01A"	0.203302192465255	0.0594871245493445	0.217157240761812	0.216818477625041	0.115548830523037	0.0636156860756127	0.0283655890899082	0.0685526235438845	0.0216763182465588
"TCGA.VD.A8K7.01B"	7.69375712098258e-15	7.69375712098258e-15	0.000194119644257294	0.0529113811550954	0.0668357766977487	7.69375712098258e-15	0.0776491382072362	0.173948749539791	0.254647303265974
"TCGA.VD.A8KE.01A"	1.27251176821514e-14	0.0224468198352949	1.27251176821514e-14	0.040037064847085	0.132995043977311	0.0467232756804916	0.0628841522841274	0.0865867393314345	0.0898468038539365
"TCGA.V3.A9ZX.01A"	0.166479020415956	5.17411504853314e-15	0.259977483394057	0.12215528862132	0.0967314391901279	0.0758192105390709	0.131384201088274	0.090763232808503	0.0511657106579547
"TCGA.V4.A9EX.01A"	0.0322026778747991	0.0607108738046526	0.0767537660562152	0.0299908190089392	0.126110730987608	0.103343479168807	0.199276300031642	0.25863904287902	0.0888115759021976
"TCGA.V4.A9EY.01A"	6.66278256924577e-15	0.0540187412999105	6.66278256924577e-15	0.00874138173852673	5.42565344376835e-12	0.0116128565537279	6.66278256924577e-15	6.66278256924577e-15	6.66278256924577e-15
"TCGA.V4.A9E5.01A"	0.00152027300853705	0.0786698238424503	3.33824973959577e-12	8.07166582055476e-15	0.00985349442762204	0.00874720504855494	0.0389251106365028	8.07166582055476e-15	0.030664712463252
"TCGA.V4.A9EE.01A"	0.135645012013351	1.00038469356473e-14	0.155751286675625	0.172280001632399	0.0571316784513832	0.153978859893408	0.0803586037003085	0.125693132383246	0.116486464921151
"TCGA.V4.A9EZ.01A"	5.03022152938408e-15	0.00538045718392939	0.00029493853693358	0.00288188680422245	5.03022152938408e-15	5.03022152938408e-15	0.000559748267975138	5.03022152938408e-15	0.00192526603253743
"TCGA.VD.A8KA.01B"	0.00179504604896394	0.0304587694090296	9.78341863836065e-15	0.0117924439686407	0.0673812798512454	0.0505100690765265	3.05236228143665e-13	0.067741228890255	0.109343359378925
"TCGA.VD.A8KF.01A"	0.157252069171029	0.0664472043049144	0.0384967864941532	0.0712848755239395	0.131279074811788	0.0704414077249407	8.24991380709096e-15	0.278209767560783	0.15407215139608
"TCGA.V4.A9F5.01A"	0.000871319671435575	0.00550637960733367	7.78590889125274e-15	7.78590889125274e-15	0.00585259466254503	0.0196268362756157	0.0186176455582209	0.000997664693649911	0.0110534167129567
"TCGA.VD.AA8T.01A"	0.00877322707106736	0.0240399755492049	5.82707814302022e-06	0.0491862258644891	0.16500337089573	0.0830133972810966	0.0607596582576809	0.250769657187434	0.241002526473784
"TCGA.V4.A9EH.01A"	0.101020158698006	0.0547275507377321	0.145883136346789	0.120504282487444	0.0806066224566175	0.0480605581037928	7.35809332512106e-13	0.123789141312054	0.227873448752962
"TCGA.V4.A9F0.01A"	0.0690411462900408	0.194449384652757	0.0726483159408436	0.113728806898351	0.0643658493946768	0.23025461817169	0.118434510691284	0.0465344070180588	0.0683404676198608
"TCGA.V4.A9EW.01A"	0.00356386768664264	0.0234832991840575	0.0119597222597493	6.43190449030313e-08	0.0783443706668043	0.00839741476719388	0.0900809900124615	0.0954516701626439	0.231838326317889
"TCGA.V4.A9EL.01A"	0.184344031528479	4.81076599167814e-15	0.307459038711583	0.154842144110243	0.0722035304201308	0.0573239418553069	0.0758310599885991	0.100669287209308	0.0297500021901538
"TCGA.V4.A9ES.01A"	7.67567815107816e-15	0.00329191077583869	7.67567815107816e-15	7.67567815107816e-15	0.0316912494399334	0.0249871019133802	0.040763311522184	0.0440987776307399	0.0458126174649855
